Rank,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingYards,PassingTouchdowns,PassingInterceptions,RushingAttempts,RushingYards,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPointsPerGamePPR,FantasyPointsPPR
2099,Romeo Doubs,GB,WR,9,LAR,0,0,0,0,0,0.02,0.1,0,5.3,3.4,39.4,0.3,9.2,9.15
2099,Darren Waller,NYG,TE,18,PHI,0,0,0,0,0,0,0,0,5.7,3.6,43.5,0.2,9.2,9.15
2103,Gus Edwards,BAL,RB,10,CLE,0,0,0,0,0,10.8,50,0.5,1.2,0.7,4.4,0,9.1,9.14
2103,Jayden Reed,GB,WR,11,LAC,0,0,0,0,0,0.1,0.4,0,4.5,3.1,42,0.3,9.1,9.14
2103,Allen Lazard,NYJ,WR,5,DEN,0,0,0,0,0,0.05,0.2,0,4.9,3.1,42.2,0.3,9.1,9.14
2103,Jayden Reed,GB,WR,3,NO,0,0,0,0,0,0.2,1,0,4.5,3.1,41.4,0.3,9.1,9.14
2103,Brandin Cooks,DAL,WR,5,SF,0,0,0,0,0,0.05,0.2,0,5.2,3.6,43.2,0.2,9.1,9.14
2108,Treylon Burks,TEN,WR,3,CLE,0,0,0,0,0,0.2,1.5,0,4.7,3,41.8,0.3,9.1,9.13
2108,Rondale Moore,ARI,WR,12,LAR,0,0,0,0,0,1.9,9.8,0.1,4.2,3.1,32.5,0.2,9.1,9.13
2108,Hunter Henry,NE,TE,5,NO,0,0,0,0,0,0,0,0,4.7,3.5,38.3,0.3,9.1,9.13
2108,Jakobi Meyers,LV,WR,1,DEN,0,0,0,0,0,0.1,0.2,0,5.3,3.8,43.1,0.2,9.1,9.13
2112,Samaje Perine,DEN,RB,2,WAS,0,0,0,0,0,9,37.5,0.2,3.3,2.2,13.7,0.1,9.1,9.12
2112,Wan'Dale Robinson,NYG,WR,7,WAS,0,0,0,0,0,0.5,2.4,0,5.7,3.8,38.8,0.2,9.1,9.12
2112,Cole Kmet,CHI,TE,15,CLE,0,0,0,0,0,0.02,0.1,0,5.3,4,39.1,0.2,9.1,9.12
2115,Khalil Herbert,CHI,RB,3,KC,0,0,0,0,0,9.6,44.9,0.2,2.8,1.7,11.2,0.1,9.1,9.11
2115,Jahan Dotson,WAS,WR,12,DAL,0,0,0,0,0,0.02,0.1,0,5,3.2,41,0.3,9.1,9.11
2115,Jaxon Smith-Njigba,SEA,WR,7,ARI,0,0,0,0,0,0.07,0.3,0,4.8,3.6,38.8,0.3,9.1,9.11
2118,Breece Hall,NYJ,RB,1,BUF,0,0,0,0,0,9,38.4,0.3,2.7,1.8,12.6,0.1,9.1,9.1
2118,Kenneth Gainwell,PHI,RB,3,TB,0,0,0,0,0,8.8,38.9,0.3,2.6,1.9,11.1,0.1,9.1,9.1
2118,Tutu Atwell,LAR,WR,5,PHI,0,0,0,0,0,0.7,3.4,0,4.8,3.4,41.6,0.2,9.1,9.1
2121,Tommy Devito,NYG,QB,10,DAL,14.5,26.5,166.3,0.7,1.1,3.8,16.4,0.1,0,0,0,0,9.1,9.09
2121,Gabe Davis,BUF,WR,15,DAL,0,0,0,0,0,0.07,0.3,0,5.4,3,42.6,0.3,9.1,9.09
2121,Kalif Raymond,DET,WR,5,CAR,0,0,0,0,0,0.3,2.2,0,4.1,3.4,42.7,0.2,9.1,9.09
2124,Taysom Hill,NO,QB,15,NYG,0,0,0,0,0,5.2,26.2,0.5,1.4,1.3,15.6,0.1,9.1,9.08
2124,Tutu Atwell,LAR,WR,7,PIT,0,0,0,0,0,0.8,3.7,0,4.8,3,39.1,0.3,9.1,9.08
2124,Allen Lazard,NYJ,WR,1,BUF,0,0,0,0,0,0.1,0.4,0,4.6,3.2,40.4,0.3,9.1,9.08
2124,Darren Waller,NYG,TE,16,PHI,0,0,0,0,0,0,0,0,5.6,3.7,41.8,0.2,9.1,9.08
2124,Tyler Higbee,LAR,TE,4,IND,0,0,0,0,0,0,0,0,4.8,3.7,35.8,0.3,9.1,9.08
2124,Zay Jones,JAX,WR,5,BUF,0,0,0,0,0,0.1,0.3,0,5.4,3.8,40.5,0.2,9.1,9.08
2130,Chuba Hubbard,CAR,RB,12,TEN,0,0,0,0,0,11.9,43.9,0.3,2.2,1.6,8.8,0.1,9.1,9.07
2130,Robert Woods,HOU,WR,12,JAX,0,0,0,0,0,0.2,0.8,0,5.3,3.8,39.9,0.2,9.1,9.07
2132,Dalton Schultz,HOU,TE,9,TB,0,0,0,0,0,0,0,0,5.1,3.6,36.6,0.3,9.1,9.06
2133,Trey McBride,ARI,TE,9,CLE,0,0,0,0,0,0,0,0,5.5,3.8,40.5,0.2,9,9.05
2134,Keaton Mitchell,BAL,RB,14,LAR,0,0,0,0,0,9.4,43.5,0.3,2,1.4,8.9,0.1,9,9.04
2134,Noah Brown,HOU,WR,16,CLE,0,0,0,0,0,0.1,0.3,0,5.4,3.2,40.1,0.3,9,9.04
2134,Rashee Rice,KC,WR,6,DEN,0,0,0,0,0,0.2,0.7,0,4.6,3.3,38.7,0.3,9,9.04
2134,Jake Ferguson,DAL,TE,13,SEA,0,0,0,0,0,0,0,0,4.5,3.6,36.4,0.3,9,9.04
2134,Zay Jones,JAX,WR,1,IND,0,0,0,0,0,0.1,0.5,0,5,3.8,41.9,0.2,9,9.04
2139,Keaton Mitchell,BAL,RB,12,LAC,0,0,0,0,0,8.3,39.9,0.3,1.7,1.1,9.4,0.2,9,9.03
2139,Kadarius Toney,KC,WR,1,DET,0,0,0,0,0,0.6,4.4,0.1,3.9,2.9,34.9,0.3,9,9.03
2139,DeVante Parker,NE,WR,6,LV,0,0,0,0,0,0,0,0,5.5,3.3,45.3,0.2,9,9.03
2139,Jerry Jeudy,DEN,WR,18,LV,0,0,0,0,0,0.1,0.4,0,5.4,3.3,44.9,0.2,9,9.03
2139,Tyler Higbee,LAR,TE,2,SF,0,0,0,0,0,0,0,0,5.4,4,38.3,0.2,9,9.03
2139,Zach Ertz,ARI,TE,6,LAR,0,0,0,0,0,0,0,0,6,4.2,36.3,0.2,9,9.03
2145,Jayden Reed,GB,WR,1,CHI,0,0,0,0,0,0.2,2.1,0,5.4,3.5,41.1,0.2,9,9.02
2146,Adam Thielen,CAR,WR,1,ATL,0,0,0,0,0,0.05,0.2,0,5.3,3.5,38.9,0.3,9,9.01
2147,Ronnie Rivers,LAR,RB,18,SF,0,0,0,0,0,11.4,41.1,0.3,2,1.5,9.9,0.1,9,9
2147,Michael Gallup,DAL,WR,2,NYJ,0,0,0,0,0,0,0,0,5.5,3.1,41,0.3,9,9
2147,Elijah Moore,CLE,WR,9,ARI,0,0,0,0,0,0.5,2.5,0,6,3.7,40.5,0.2,9,9
2147,Tyler Boyd,CIN,WR,8,SF,0,0,0,0,0,0.07,0.3,0,5.6,3.8,39.7,0.2,9,9
2151,Pierre Strong Jr.,CLE,RB,18,CIN,0,0,0,0,0,10.5,46.3,0.2,2.2,1.6,11.6,0.1,9,8.99
2151,Isaiah Likely,BAL,TE,1,HOU,0,0,0,0,0,0,0,0,4.5,3.4,37.9,0.3,9,8.99
2151,Curtis Samuel,WAS,WR,8,PHI,0,0,0,0,0,0.9,4.2,0,5.1,3.6,37.7,0.2,9,8.99
2151,JuJu Smith-Schuster,NE,WR,2,MIA,0,0,0,0,0,0.2,0.9,0,5.5,3.8,41,0.2,9,8.99
2155,Zay Jones,JAX,WR,14,CLE,0,0,0,0,0,0.05,0.2,0,4.9,3.7,40.5,0.2,9,8.97
2156,Jerick McKinnon,KC,RB,1,DET,0,0,0,0,0,4,16.6,0.1,4.1,3.3,22,0.2,9,8.96
2156,Zach Ertz,ARI,TE,3,DAL,0,0,0,0,0,0,0,0,5.6,4.1,36.6,0.2,9,8.96
2158,Tim Boyle,NYJ,QB,12,MIA,17.7,31.1,185.9,0.8,1.1,2.2,7.1,0,0,0,0,0,9,8.95
2159,Pat Freiermuth,PIT,TE,13,ARI,0,0,0,0,0,0,0,0,4.9,3.4,37.4,0.3,8.9,8.94
2159,Tyler Boyd,CIN,WR,12,PIT,0,0,0,0,0,0.1,0.6,0,5.2,3.7,39.8,0.2,8.9,8.94
2161,Will Levis,TEN,QB,8,ATL,13.9,23.4,156.3,0.7,0.8,2.7,12.7,0.1,0,0,0,0,8.9,8.92
2161,Jonathan Mingo,CAR,WR,14,NO,0,0,0,0,0,0.1,0.2,0,5.1,3.6,41,0.2,8.9,8.92
2163,Michael Gallup,DAL,WR,8,LAR,0,0,0,0,0,0,0,0,4.9,3.2,39.1,0.3,8.9,8.91
2163,Skyy Moore,KC,WR,3,CHI,0,0,0,0,0,0.4,2.3,0,4.5,3.2,38.8,0.3,8.9,8.91
2165,Noah Brown,HOU,WR,14,NYJ,0,0,0,0,0,0.1,0.3,0,4.7,3.2,44.7,0.2,8.9,8.9
2165,Juwan Johnson,NO,TE,18,ATL,0,0,0,0,0,0.1,0.4,0,4.9,3.4,36.6,0.3,8.9,8.9
2167,Bailey Zappe,NE,QB,14,PIT,15.7,28,178.2,0.7,0.8,2.1,7.6,0,0,0,0,0,8.9,8.89
2167,Khalil Herbert,CHI,RB,16,ARI,0,0,0,0,0,10.3,50.3,0.3,1.6,1.3,9.6,0,8.9,8.89
2167,Cole Kmet,CHI,TE,5,WAS,0,0,0,0,0,0.1,0,0,5,3.4,36.9,0.3,8.9,8.89
2170,Quentin Johnston,LAC,WR,4,LV,0,0,0,0,0,0.1,0.2,0,4.4,3.1,39.6,0.3,8.9,8.88
2171,Skyy Moore,KC,WR,4,NYJ,0,0,0,0,0,0.4,2.3,0,4.7,3.1,37.4,0.3,8.9,8.87
2171,Jonathan Mingo,CAR,WR,16,GB,0,0,0,0,0,0.1,0.3,0,6.4,3.6,40.4,0.2,8.9,8.87
2173,DeVante Parker,NE,WR,16,DEN,0,0,0,0,0,0,0,0,5.6,3.3,43.6,0.2,8.9,8.86
2174,Tyler Boyd,CIN,WR,1,CLE,0,0,0,0,0,0.1,0.8,0,4.6,3.2,39.7,0.3,8.8,8.85
2174,Josh Downs,IND,WR,7,CLE,0,0,0,0,0,0.2,0.7,0,5.4,3.5,40.8,0.2,8.8,8.85
2176,Gabe Davis,BUF,WR,17,NE,0,0,0,0,0,0.05,0.2,0,4.2,2.7,43.2,0.3,8.8,8.84
2176,Jerick McKinnon,KC,RB,14,BUF,0,0,0,0,0,5.3,21.9,0.1,3.8,3.2,18.5,0.2,8.8,8.84
2176,Greg Dortch,ARI,WR,18,SEA,0,0,0,0,0,0.3,1,0,5.7,3.5,40.4,0.2,8.8,8.84
2176,Robert Woods,HOU,WR,2,IND,0,0,0,0,0,0.3,1.5,0,5.2,3.6,38.9,0.2,8.8,8.84
2180,Jaylen Warren,PIT,RB,8,JAX,0,0,0,0,0,7.3,29,0.2,3.7,2.8,15.3,0.1,8.8,8.83
2180,Kendrick Bourne,NE,WR,3,NYJ,0,0,0,0,0,0.4,2.1,0,5.1,3.2,36.2,0.3,8.8,8.83
2180,Jake Ferguson,DAL,TE,6,LAC,0,0,0,0,0,0,0,0,5.2,3.5,35.3,0.3,8.8,8.83
2183,Rashid Shaheed,NO,WR,15,NYG,0,0,0,0,0,0.3,2.1,0,4.8,3.1,43.1,0.2,8.8,8.82
2184,AJ Dillon,GB,RB,14,NYG,0,0,0,0,0,12,46.1,0.3,1.9,1.5,9,0,8.8,8.81
2184,Kyle Pitts,ATL,TE,6,WAS,0,0,0,0,0,0,0,0,5.8,3.3,43.1,0.2,8.8,8.81
2184,Josh Downs,IND,WR,18,HOU,0,0,0,0,0,0.1,0.4,0,4.8,3.5,40.7,0.2,8.8,8.81
2184,Gerald Everett,LAC,TE,17,DEN,0,0,0,0,0,0.02,0.1,0,4.7,3.9,37,0.2,8.8,8.81
2188,Pat Freiermuth,PIT,TE,4,HOU,0,0,0,0,0,0,0,0,4.6,3.3,37,0.3,8.8,8.8
2188,Alec Pierce,IND,WR,16,ATL,0,0,0,0,0,0.05,0.2,0,6,3.4,41.8,0.2,8.8,8.8
2188,Elijah Moore,CLE,WR,3,TEN,0,0,0,0,0,0.5,2.9,0,5.4,3.4,41.1,0.2,8.8,8.8
2191,Josh Downs,IND,WR,17,LV,0,0,0,0,0,0.2,0.6,0,5.2,3.5,40.3,0.2,8.8,8.79
2191,Logan Thomas,WAS,TE,10,SEA,0,0,0,0,0,0,0,0,5,3.5,34.9,0.3,8.8,8.79
2191,Tyler Boyd,CIN,WR,17,KC,0,0,0,0,0,0.1,0.6,0,5.3,3.6,39.3,0.2,8.8,8.79
2194,Alexander Mattison,MIN,RB,11,DEN,0,0,0,0,0,11.8,48.1,0.3,2.4,1.5,8.7,0,8.8,8.78
2194,Kyle Pitts,ATL,TE,7,TB,0,0,0,0,0,0,0,0,5.9,3.3,42.8,0.2,8.8,8.78
2196,Curtis Samuel,WAS,WR,2,DEN,0,0,0,0,0,1.39,6.7,0.1,4.5,3.1,32,0.2,8.8,8.77
2197,Darius Slayton,NYG,WR,18,PHI,0,0,0,0,0,0.05,0.2,0,5.3,3,45.4,0.2,8.8,8.76
2197,Josh Reynolds,DET,WR,4,GB,0,0,0,0,0,0.1,0.4,0,4.9,3,39.2,0.3,8.8,8.76
2197,Antonio Gibson,WAS,RB,18,DAL,0,0,0,0,0,5,20.3,0.1,4.4,3.1,24.3,0.1,8.8,8.76
2197,Rondale Moore,ARI,WR,1,WAS,0,0,0,0,0,0.7,3.8,0,5.6,3.7,36.8,0.2,8.8,8.76
2201,Zack Moss,IND,RB,9,CAR,0,0,0,0,0,10.6,48.8,0.3,1.7,1.2,8.7,0,8.8,8.75
2201,Marvin Mims Jr.,DEN,WR,1,LV,0,0,0,0,0,0.1,0.5,0,5.3,3.1,40,0.3,8.8,8.75
2201,Hunter Henry,NE,TE,4,DAL,0,0,0,0,0,0,0,0,4.7,3.3,36.5,0.3,8.8,8.75
2201,Elijah Moore,CLE,WR,6,SF,0,0,0,0,0,0.8,4.2,0,5.7,3.5,38.3,0.2,8.8,8.75
2205,Elijah Moore,CLE,WR,16,HOU,0,0,0,0,0,0.2,1.4,0,5.6,3.3,40.9,0.2,8.7,8.73
2206,Khalil Herbert,CHI,RB,17,ATL,0,0,0,0,0,10.2,47.1,0.3,1.9,1.4,10.1,0,8.7,8.72
2206,Elijah Moore,CLE,WR,7,IND,0,0,0,0,0,0.8,4.3,0,5.9,3.6,36.9,0.2,8.7,8.72
2208,Brian Robinson Jr.,WAS,RB,9,NE,0,0,0,0,0,11.7,48.1,0.3,1.8,1.2,9,0,8.7,8.71
2208,Rashid Shaheed,NO,WR,9,CHI,0,0,0,0,0,0.5,2.7,0,3.8,2.7,41.4,0.3,8.7,8.71
2208,Noah Brown,HOU,WR,10,CIN,0,0,0,0,0,0.1,0.3,0,5,3.2,42.8,0.2,8.7,8.71
2208,Josh Downs,IND,WR,4,LAR,0,0,0,0,0,0.3,0.3,0,5.8,3.7,37.8,0.2,8.7,8.71
2212,Kareem Hunt,CLE,RB,12,DEN,0,0,0,0,0,10.7,44.1,0.4,1.5,0.9,5.9,0.1,8.7,8.7
2212,Dalvin Cook,NYJ,RB,2,DAL,0,0,0,0,0,11.5,40,0.2,2.7,2,11,0.1,8.7,8.7
2214,Robert Woods,HOU,WR,10,CIN,0,0,0,0,0,0.2,0.8,0,5.2,3.5,39.1,0.2,8.7,8.69
2215,Zamir White,LV,RB,15,LAC,0,0,0,0,0,13.6,51.5,0.3,1.6,1.1,8.3,0,8.7,8.68
2215,Curtis Samuel,WAS,WR,1,ARI,0,0,0,0,0,1.6,7.7,0.1,4.2,3,31.1,0.2,8.7,8.68
2215,Dalton Schultz,HOU,TE,2,IND,0,0,0,0,0,0,0,0,4.7,3.4,34.8,0.3,8.7,8.68
2215,Gerald Everett,LAC,TE,4,LV,0,0,0,0,0,0.07,0.3,0,4.3,3.4,34.5,0.3,8.7,8.68
2219,Romeo Doubs,GB,WR,10,PIT,0,0,0,0,0,0.1,0.1,0,4.9,3.2,36.6,0.3,8.7,8.67
2219,Kyle Pitts,ATL,TE,12,NO,0,0,0,0,0,0,0,0,5.1,3.4,40.7,0.2,8.7,8.67
2221,Zack Moss,IND,RB,7,CLE,0,0,0,0,0,10.4,42.7,0.3,2.4,1.6,9.6,0,8.6,8.63
2221,Dalton Schultz,HOU,TE,6,NO,0,0,0,0,0,0,0,0,5.2,3.4,34.3,0.3,8.6,8.63
2221,Wan'Dale Robinson,NYG,WR,17,LAR,0,0,0,0,0,0.7,3.6,0,5.6,3.5,35.7,0.2,8.6,8.63
2221,Tyler Boyd,CIN,WR,18,CLE,0,0,0,0,0,0.07,0.3,0,5.2,3.5,39,0.2,8.6,8.63
2225,Jayden Reed,GB,WR,7,DEN,0,0,0,0,0,0.2,0.8,0,3.7,2.9,38.4,0.3,8.6,8.62
2225,Rashee Rice,KC,WR,5,MIN,0,0,0,0,0,0.05,0.2,0,4.2,3,38,0.3,8.6,8.62
2225,Sam LaPorta,DET,TE,2,SEA,0,0,0,0,0,0,0,0,4.7,3.1,37.2,0.3,8.6,8.62
2225,Tank Dell,HOU,WR,3,JAX,0,0,0,0,0,0.1,0.4,0,5.4,3.5,38.8,0.2,8.6,8.62
2229,Chigoziem Okonkwo,TEN,TE,17,HOU,0,0,0,0,0,0.02,0.1,0,4.4,3.5,39,0.2,8.6,8.61
2229,David Njoku,CLE,TE,11,PIT,0,0,0,0,0,0,0,0,4.8,3.7,37.1,0.2,8.6,8.61
2229,Tyler Higbee,LAR,TE,5,PHI,0,0,0,0,0,0,0,0,5.3,3.7,37.1,0.2,8.6,8.61
2229,Logan Thomas,WAS,TE,6,ATL,0,0,0,0,0,0,0,0,5.3,3.8,36.1,0.2,8.6,8.61
2233,Michael Wilson,ARI,WR,5,CIN,0,0,0,0,0,0,0,0,4.4,2.9,39,0.3,8.6,8.6
2233,Antonio Gibson,WAS,RB,17,SF,0,0,0,0,0,5.9,21.7,0.1,4.6,3.1,23.3,0.1,8.6,8.6
2233,Kyle Pitts,ATL,TE,3,DET,0,0,0,0,0,0,0,0,4.5,3.2,42,0.2,8.6,8.6
2236,Curtis Samuel,WAS,WR,3,BUF,0,0,0,0,0,1.41,6.8,0.1,4.5,3,31.1,0.2,8.6,8.59
2236,Quentin Johnston,LAC,WR,11,GB,0,0,0,0,0,0.1,0.4,0,4.9,3.4,39.5,0.2,8.6,8.59
2236,David Njoku,CLE,TE,10,BAL,0,0,0,0,0,0,0,0,5.1,3.7,36.9,0.2,8.6,8.59
2239,Gerald Everett,LAC,TE,2,TEN,0,0,0,0,0,0.07,0.3,0,4.6,3.3,34.4,0.3,8.6,8.57
2239,Zay Jones,JAX,WR,18,TEN,0,0,0,0,0,0.05,0.2,0,5.3,3.4,39.5,0.2,8.6,8.57
2239,Rondale Moore,ARI,WR,2,NYG,0,0,0,0,0,0.7,3.9,0,4.9,3.6,35.8,0.2,8.6,8.57
2242,Tyjae Spears,TEN,RB,6,BAL,0,0,0,0,0,7,27.7,0.2,3.6,2.6,13.9,0.1,8.6,8.56
2242,DeVante Parker,NE,WR,17,BUF,0,0,0,0,0,0,0,0,5.3,3.2,41.6,0.2,8.6,8.56
2242,Cole Kmet,CHI,TE,4,DEN,0,0,0,0,0,0.05,0.2,0,4.6,3.3,34.4,0.3,8.6,8.56
2242,Kyle Pitts,ATL,TE,14,TB,0,0,0,0,0,0,0,0,5.6,3.4,39.6,0.2,8.6,8.56
2246,Jaleel McLaughlin,DEN,RB,7,GB,0,0,0,0,0,7.6,33.4,0.3,2.4,1.8,10.1,0.1,8.6,8.55
2246,Roschon Johnson,CHI,RB,8,LAC,0,0,0,0,0,7.9,31.4,0.3,3,2.1,11.1,0.1,8.6,8.55
2246,Wan'Dale Robinson,NYG,WR,9,LV,0,0,0,0,0,0.7,3.2,0,5.5,3.5,35.3,0.2,8.6,8.55
2249,Kadarius Toney,KC,WR,2,JAX,0,0,0,0,0,0.8,5.7,0,4.3,2.9,34.7,0.3,8.5,8.54
2249,Kyle Pitts,ATL,TE,16,IND,0,0,0,0,0,0,0,0,4.8,3.2,41.4,0.2,8.5,8.54
2249,Josh Downs,IND,WR,5,TEN,0,0,0,0,0,0.1,0.7,0,5.3,3.4,38.7,0.2,8.5,8.54
2252,Chigoziem Okonkwo,TEN,TE,18,JAX,0,0,0,0,0,0.02,0.1,0,5,3.6,37.2,0.2,8.5,8.53
2253,Matt Breida,NYG,RB,3,SF,0,0,0,0,0,9.9,37.9,0.2,2.4,2,11.2,0.1,8.5,8.51
2254,Elijah Moore,CLE,WR,13,LAR,0,0,0,0,0,0.5,2.6,0,5,3.4,38.4,0.2,8.5,8.5
2255,Samaje Perine,DEN,RB,3,MIA,0,0,0,0,0,7.5,28.4,0.2,3.3,2.4,14.5,0.1,8.5,8.49
2255,Hunter Henry,NE,TE,3,NYJ,0,0,0,0,0,0,0,0,4.3,3.1,35.9,0.3,8.5,8.49
2255,Dalton Schultz,HOU,TE,16,CLE,0,0,0,0,0,0,0,0,5.3,3.2,34.9,0.3,8.5,8.49
2255,Greg Dortch,ARI,WR,13,PIT,0,0,0,0,0,0.2,0.6,0,5.4,3.5,37.3,0.2,8.5,8.49
2259,Rashid Shaheed,NO,WR,3,GB,0,0,0,0,0,0.5,3.5,0,4.3,3,41.3,0.2,8.5,8.48
2259,Hunter Henry,NE,TE,6,LV,0,0,0,0,0,0,0,0,4.6,3.2,34.8,0.3,8.5,8.48
2259,Rondale Moore,ARI,WR,6,LAR,0,0,0,0,0,2.62,12.6,0.1,4,3.2,28.2,0.1,8.5,8.48
2259,Gerald Everett,LAC,TE,1,MIA,0,0,0,0,0,0,0,0,4.3,3.3,33.8,0.3,8.5,8.48
2263,Demarcus Robinson,LAR,WR,17,NYG,0,0,0,0,0,0.1,0.4,0,5,3,36.3,0.3,8.5,8.47
2263,Cole Kmet,CHI,TE,17,ATL,0,0,0,0,0,0.02,0.1,0,5.1,3.2,34.6,0.3,8.5,8.47
2265,Tyler Allgeier,ATL,RB,4,JAX,0,0,0,0,0,10.9,45.9,0.3,2.2,1.3,7.7,0,8.5,8.46
2265,DJ Chark,CAR,WR,18,TB,0,0,0,0,0,0,0,0,5.3,2.9,43.6,0.2,8.5,8.46
2265,Darnell Mooney,CHI,WR,3,KC,0,0,0,0,0,0.2,1,0,5.6,3.1,42.6,0.2,8.5,8.46
2268,Brett Rypien,LAR,QB,9,GB,13.2,25.5,165,0.8,0.8,1.4,4.5,0,0,0,0,0,8.4,8.45
2268,Kenneth Gainwell,PHI,RB,4,WAS,0,0,0,0,0,7.9,33.8,0.3,2.5,1.7,9.7,0.1,8.4,8.45
2268,Josh Reynolds,DET,WR,6,TB,0,0,0,0,0,0.07,0.3,0,4.4,2.7,39.2,0.3,8.4,8.45
2268,Jaxon Smith-Njigba,SEA,WR,8,CLE,0,0,0,0,0,0.05,0.2,0,4.9,3.4,38.3,0.2,8.4,8.45
2272,Jonathan Mingo,CAR,WR,15,ATL,0,0,0,0,0,0.1,0.3,0,6.1,3.4,38.1,0.2,8.4,8.44
2272,Tyler Boyd,CIN,WR,14,IND,0,0,0,0,0,0.1,0.4,0,4.8,3.6,36,0.2,8.4,8.44
2274,Kadarius Toney,KC,WR,7,LAC,0,0,0,0,0,0.8,4.5,0,4.3,3.1,30.8,0.3,8.4,8.43
2274,Jake Ferguson,DAL,TE,4,NE,0,0,0,0,0,0,0,0,4.7,3.4,32.3,0.3,8.4,8.43
2274,Zay Jones,JAX,WR,12,HOU,0,0,0,0,0,0.1,0.2,0,4.8,3.5,37.1,0.2,8.4,8.43
2274,JuJu Smith-Schuster,NE,WR,3,NYJ,0,0,0,0,0,0.2,0.8,0,6.1,3.7,36.5,0.2,8.4,8.43
2278,Jaxon Smith-Njigba,SEA,WR,9,BAL,0,0,0,0,0,0.05,0.2,0,4.9,3.6,36,0.2,8.4,8.42
2279,Jayden Reed,GB,WR,8,MIN,0,0,0,0,0,0.2,0.9,0,4.3,2.9,36.2,0.3,8.4,8.41
2279,Logan Thomas,WAS,TE,11,NYG,0,0,0,0,0,0,0,0,4.9,3.3,33.1,0.3,8.4,8.41
2281,Keaton Mitchell,BAL,RB,15,JAX,0,0,0,0,0,9.9,41.7,0.2,2.2,1.7,13.2,0,8.4,8.39
2282,Gabe Davis,BUF,WR,16,LAC,0,0,0,0,0,0.05,0.2,0,4.2,2.6,39.6,0.3,8.4,8.38
2283,Gus Edwards,BAL,RB,5,PIT,0,0,0,0,0,12,57.1,0.3,1.3,0.7,3.6,0,8.4,8.37
2283,Robert Woods,HOU,WR,11,ARI,0,0,0,0,0,0.1,0.7,0,4.6,3.4,37,0.2,8.4,8.37
2285,Elijah Moore,CLE,WR,18,CIN,0,0,0,0,0,0.2,1.1,0,4.4,3,40.5,0.2,8.4,8.36
2285,Dontayvion Wicks,GB,WR,14,NYG,0,0,0,0,0,0.1,0.2,0,4.2,3,41.4,0.2,8.4,8.36
2285,Brandin Cooks,DAL,WR,9,PHI,0,0,0,0,0,0.4,1.9,0,4.7,3.1,38.7,0.2,8.4,8.36
2285,Cole Kmet,CHI,TE,9,NO,0,0,0,0,0,0.02,0.1,0,5,3.7,34.5,0.2,8.4,8.36
2289,Gus Edwards,BAL,RB,14,LAR,0,0,0,0,0,10.8,47.9,0.4,1.2,0.7,4.6,0,8.4,8.35
2289,Brian Robinson Jr.,WAS,RB,8,PHI,0,0,0,0,0,11.1,44.8,0.3,2,1.3,7.7,0,8.4,8.35
2289,Roschon Johnson,CHI,RB,18,GB,0,0,0,0,0,6.3,26.5,0.2,3.1,2.4,17,0.1,8.4,8.35
2289,Trenton Irwin,CIN,WR,10,HOU,0,0,0,0,0,0,0,0,4.6,3.3,38.5,0.2,8.4,8.35
2293,Rondale Moore,ARI,WR,13,PIT,0,0,0,0,0,1.7,8,0.1,4,2.8,29.4,0.2,8.3,8.34
2293,K.J. Osborn,MIN,WR,3,LAC,0,0,0,0,0,0.1,0.3,0,4.6,3,35.1,0.3,8.3,8.34
2293,Dalton Schultz,HOU,TE,1,BAL,0,0,0,0,0,0,0,0,4.9,3.5,36.4,0.2,8.3,8.34
2296,Jake Ferguson,DAL,TE,9,PHI,0,0,0,0,0,0,0,0,4.6,3.3,32.3,0.3,8.3,8.33
2296,K.J. Osborn,MIN,WR,17,GB,0,0,0,0,0,0.05,0.2,0,5.6,3.4,37.1,0.2,8.3,8.33
2298,Darnell Mooney,CHI,WR,1,GB,0,0,0,0,0,0.2,1,0,5,3.1,41.2,0.2,8.3,8.32
2298,Van Jefferson,LAR,WR,2,SF,0,0,0,0,0,0.1,0.5,0,4.8,3.1,39.7,0.2,8.3,8.32
2300,Rashid Shaheed,NO,WR,16,LAR,0,0,0,0,0,0.3,1.8,0,4.6,2.9,40.3,0.2,8.3,8.31
2300,Darnell Mooney,CHI,WR,2,TB,0,0,0,0,0,0.2,0.9,0,5.1,3.1,41.2,0.2,8.3,8.31
2300,Gerald Everett,LAC,TE,18,KC,0,0,0,0,0,0.1,0.4,0,6.4,3.7,33.7,0.2,8.3,8.31
2303,Emari Demercado,ARI,RB,6,LAR,0,0,0,0,0,11.2,40.8,0.3,2.7,1.7,9.2,0,8.3,8.3
2303,Kyren Williams,LAR,RB,2,SF,0,0,0,0,0,11.1,38.1,0.2,3.2,1.8,10.9,0.1,8.3,8.3
2303,Greg Dulcich,DEN,TE,1,LV,0,0,0,0,0,0,0,0,4.2,3,35,0.3,8.3,8.3
2303,Hunter Henry,NE,TE,10,IND,0,0,0,0,0,0,0,0,4.6,3,35,0.3,8.3,8.3
2307,Jonathan Mingo,CAR,WR,1,ATL,0,0,0,0,0,0.1,0.7,0,5.6,3.1,39.2,0.2,8.3,8.29
